tree	group	V1	V2	V3	V4	V5	V6
classic1_STATE_678930000	classic1	-32.5263156335242	10.5841461401242	-20.056947140966	13.0031342238334	47.5769521961462	-22.9219667187213
classic1_STATE_680600000	classic1	-21.5889087299372	9.09135027806978	-26.9891717896605	-7.33952469068528	20.0484617808269	0.158912311312025
classic1_STATE_682270000	classic1	-32.7314216710004	-0.603337419511852	-30.9691752820643	26.4230753892174	-1.08368127713641	8.69970146680845
classic1_STATE_683950000	classic1	-33.8924679646696	-6.14514507254278	-10.3903475715603	3.26917324981094	36.8332813424465	-24.9624642569568
classic1_STATE_685620000	classic1	-38.390920073873	15.7214924498984	-18.5305415012631	8.72656305507934	36.5262681098341	-0.726621844519601
classic1_STATE_687290000	classic1	-50.6089467219323	29.0249765491288	-28.2304555842027	46.7966370558323	29.0771215096215	-16.5264029479427
classic1_STATE_688960000	classic1	-33.982679312682	-1.68843119096396	-32.6883371939032	37.5991252442978	8.92756440174815	-16.2486875956739
classic1_STATE_690640000	classic1	-25.5784727215502	4.82870692559907	-35.1218844216452	28.2310113018691	-5.2880036889614	1.39505257321328
classic1_STATE_692310000	classic1	-28.4940490874819	-7.28039111030743	-28.4585798003905	36.1164033760763	14.1331334771994	18.7713743485084
classic1_STATE_693980000	classic1	-15.4940788480364	-27.2277430343653	-1.24668240392283	-10.4068381514746	19.5742694758723	-56.0765427405732
classic1_STATE_695650000	classic1	-26.7353443939064	-0.821241998418744	-16.5890473064169	33.001035623705	7.83758429329123	5.4996303339256
classic1_STATE_697320000	classic1	4.91499786046789	-23.0606518589061	-6.7835754218136	6.30817365678098	36.4342261168644	-16.4880920670212
classic1_STATE_699000000	classic1	-3.24971480058667	-0.735858921653665	-17.7839733524253	35.3706582392547	14.5753207464777	10.1076746133666
classic1_STATE_700670000	classic1	-5.11892665091259	-12.0999907029827	-14.3094052505614	13.1899120421165	46.3373670123213	-23.4863086377123
classic1_STATE_702340000	classic1	-1.75939395306791	-32.469624964359	-13.6998452966277	-6.23676992792313	27.3597147908734	0.431945356216321
classic1_STATE_704010000	classic1	5.0146225678739	-9.83650735529177	-1.22400592541127	-20.1493158736063	2.72437740313441	-20.7055292245808
classic1_STATE_705690000	classic1	0.120265612380998	-52.7303148397549	0.772077876802309	-13.0720627579876	-0.454900125997774	-9.34108768598877
classic1_STATE_707360000	classic1	7.67508592928983	-44.8143861883626	-4.82816815882693	12.7716479024847	46.60517857177	-21.9020466301133
classic1_STATE_709030000	classic1	11.5753528445873	-20.5422673207305	-5.08413381724509	-1.55440215252242	24.4304771647706	3.64015450147164
classic1_STATE_710700000	classic1	2.83411615929742	-47.5926929257203	-9.39830118710965	30.501042522191	6.67078733090064	6.87655760804387
classic1_STATE_712370000	classic1	-4.9674998218645	6.22879523344852	-16.7366231230603	28.0618760478922	7.37889717891155	6.04650015044203
classic1_STATE_714050000	classic1	0.0746674800307546	8.29441428507775	-16.1603296334694	5.29420128192397	26.5513256271506	2.24579353634794
classic1_STATE_715720000	classic1	5.58965671526188	-32.2616228008725	-13.2372384230357	7.78064566018667	23.4583606773212	9.75826376844124
classic1_STATE_717390000	classic1	-3.61915893098006	0.493549681582953	-9.77840733951801	10.3679677147205	9.31944017823099	-51.6330691048239
classic1_STATE_719060000	classic1	-19.1762751269425	9.6759892623617	-15.3472497510768	-4.15019509353173	26.0086467249114	5.2107497782864
